"LBSV" "Res.Thresh.Dif" "correlation" "mean" "delta.mean"
"145" 772500 -1.45 0.768146634101868 0.479079913606911 -0.0404794816414687
"146" 795000 -1.45 0.76312780380249 0.481481641468682 -0.0380777537796976
"147" 817500 -1.45 0.759306371212006 0.483671706263499 -0.0358876889848812
"148" 840000 -1.45 0.754371881484985 0.485520518358531 -0.0340388768898488
"149" 862500 -1.45 0.74877393245697 0.48717494600432 -0.0323844492440605
"150" 885000 -1.45 0.744845569133759 0.488760259179266 -0.0307991360691144
"151" 907500 -1.45 0.741769015789032 0.490319654427646 -0.0292397408207343
"152" 930000 -1.45 0.73746645450592 0.491978401727862 -0.0275809935205183
"153" 952500 -1.45 0.736611247062683 0.493084233261339 -0.026475161987041
"154" 975000 -1.45 0.734776556491852 0.49423758099352 -0.0253218142548596
"155" 997500 -1.45 0.730709493160248 0.495304535637149 -0.0242548596112311
"156" 1020000 -1.45 0.728716433048248 0.496306695464363 -0.0232526997840173
"157" 1042500 -1.45 0.72659158706665 0.497317494600432 -0.0222419006479482
"158" 1065000 -1.45 0.723272442817688 0.498012958963283 -0.0215464362850972
"159" 1087500 -1.45 0.722004234790802 0.498609071274298 -0.0209503239740821
"160" 1110000 -1.45 0.719837844371796 0.498980561555076 -0.0205788336933045
"161" 1132500 -1.45 0.717862665653229 0.499390928725702 -0.0201684665226782
"162" 1155000 -1.45 0.71659392118454 0.499792656587473 -0.0197667386609071
"163" 1177500 -1.45 0.714147388935089 0.500172786177106 -0.0193866090712743
"164" 1200000 -1.45 0.714098215103149 0.500375809935205 -0.019183585313175
"165" 3e+05 -0.6 0.760757267475128 0.366233261339093 -0.153326133909287
"166" 322500 -0.6 0.800775229930878 0.376289416846652 -0.143269978401728
"167" 345000 -0.6 0.826153159141541 0.385969762419006 -0.133589632829374
"168" 367500 -0.6 0.842050909996033 0.395002159827214 -0.124557235421166
"169" 390000 -0.6 0.858503699302673 0.404591792656587 -0.114967602591793
"170" 412500 -0.6 0.86764132976532 0.411883369330454 -0.107676025917927
"171" 435000 -0.6 0.881525874137878 0.420388768898488 -0.099170626349892
"172" 457500 -0.6 0.893030524253845 0.428306695464363 -0.0912526997840173
"173" 480000 -0.6 0.898117065429688 0.434924406047516 -0.0846349892008639
"174" 502500 -0.6 0.898179650306702 0.443110151187905 -0.0764492440604752
"175" 525000 -0.6 0.890881597995758 0.450051835853132 -0.0695075593952484
"176" 547500 -0.6 0.880942761898041 0.45614686825054 -0.0634125269978402
"177" 570000 -0.6 0.873327314853668 0.461740820734341 -0.0578185745140389
"178" 592500 -0.6 0.858114004135132 0.467360691144708 -0.0521987041036717
"179" 615000 -0.6 0.840981662273407 0.472980561555076 -0.0465788336933045
"180" 637500 -0.6 0.830694615840912 0.477537796976242 -0.0420215982721382
"181" 660000 -0.6 0.823238909244537 0.48154211663067 -0.0380172786177106
"182" 682500 -0.6 0.818020164966583 0.484816414686825 -0.0347429805615551
"183" 705000 -0.6 0.809872686862946 0.48829373650108 -0.0312656587473002
"184" 727500 -0.6 0.804356157779694 0.491533477321814 -0.0280259179265659
"185" 750000 -0.6 0.798902690410614 0.494082073434125 -0.0254773218142549
"186" 772500 -0.6 0.792833030223846 0.496842332613391 -0.0227170626349892
"187" 795000 -0.6 0.787150919437408 0.499304535637149 -0.0202548596112311
"188" 817500 -0.6 0.781767129898071 0.501589632829374 -0.0179697624190065
"189" 840000 -0.6 0.776237547397614 0.503568034557235 -0.0159913606911447
"190" 862500 -0.6 0.769665420055389 0.505373650107991 -0.0141857451403887
"191" 885000 -0.6 0.765198230743408 0.507049676025918 -0.0125097192224622
"192" 907500 -0.6 0.761499404907227 0.508704103671706 -0.0108552915766739
"193" 930000 -0.6 0.756783366203308 0.510436285097192 -0.00912311015118794
"194" 952500 -0.6 0.75602924823761 0.511585313174946 -0.00797408207343409
"195" 975000 -0.6 0.754042446613312 0.512799136069114 -0.0067602591792657
"196" 997500 -0.6 0.749281466007233 0.513913606911447 -0.00564578833693308
"197" 1020000 -0.6 0.747030735015869 0.514950323974082 -0.0046090712742981
"198" 1042500 -0.6 0.744314968585968 0.515974082073434 -0.00358531317494604
"199" 1065000 -0.6 0.74036180973053 0.516695464362851 -0.00286393088552916
"200" 1087500 -0.6 0.739007472991943 0.517308855291577 -0.00225053995680347
"201" 1110000 -0.6 0.736864566802979 0.517693304535637 -0.00186609071274302
"202" 1132500 -0.6 0.734527468681335 0.518138228941685 -0.00142116630669542
"203" 1155000 -0.6 0.733507931232452 0.518561555075594 -0.000997840172786146
"204" 1177500 -0.6 0.730980575084686 0.51895464362851 -0.000604751619870392
"205" 1200000 -0.6 0.730892717838287 0.519166306695464 -0.000393088552915755
"206" 3e+05 0.25 0.737499594688416 0.374656587473002 -0.144902807775378
"207" 322500 0.25 0.781317830085754 0.385071274298056 -0.134488120950324
"208" 345000 0.25 0.811720490455627 0.395049676025918 -0.124509719222462
"209" 367500 0.25 0.828463494777679 0.404414686825054 -0.115144708423326
"210" 390000 0.25 0.849853098392487 0.41438444924406 -0.10517494600432
"211" 412500 0.25 0.86099237203598 0.421995680345572 -0.0975637149028078
"212" 435000 0.25 0.879801690578461 0.430846652267819 -0.0887127429805615
"213" 457500 0.25 0.895013689994812 0.43904535637149 -0.0805140388768898
"214" 480000 0.25 0.902327954769135 0.44592656587473 -0.0736328293736501
"215" 502500 0.25 0.908712089061737 0.454431965442765 -0.0651274298056155
"216" 525000 0.25 0.905668318271637 0.461516198704104 -0.0580431965442765
"217" 547500 0.25 0.900428414344788 0.467818574514039 -0.0517408207343413
"218" 570000 0.25 0.893298387527466 0.473667386609071 -0.0458920086393089
"219" 592500 0.25 0.877945601940155 0.479576673866091 -0.0399827213822894
"220" 615000 0.25 0.860393643379211 0.485408207343413 -0.0341511879049676
"221" 637500 0.25 0.850360810756683 0.490116630669546 -0.0294427645788337
"222" 660000 0.25 0.842950522899628 0.49423758099352 -0.0253218142548596
"223" 682500 0.25 0.836730182170868 0.497645788336933 -0.0219136069114471
"224" 705000 0.25 0.82605242729187 0.501244060475162 -0.0183153347732181
"225" 727500 0.25 0.820394694805145 0.504557235421166 -0.0150021598272139
"226" 750000 0.25 0.815305888652802 0.507179265658747 -0.0123801295896329
"227" 772500 0.25 0.809307992458344 0.509974082073434 -0.00958531317494604
"228" 795000 0.25 0.802090883255005 0.512488120950324 -0.00707127429805621
"229" 817500 0.25 0.796052873134613 0.514863930885529 -0.00469546436285095
"230" 840000 0.25 0.790793240070343 0.516958963282937 -0.0026004319654428
"231" 862500 0.25 0.783858418464661 0.518842332613391 -0.000717062634989163
"232" 885000 0.25 0.780069589614868 0.520609071274298 0.00104967602591788
"233" 907500 0.25 0.775479555130005 0.522336933045356 0.0027775377969762
"234" 930000 0.25 0.771222710609436 0.52414686825054 0.00458747300215978
"235" 952500 0.25 0.769229114055634 0.525334773218143 0.00577537796976246
"236" 975000 0.25 0.766191959381104 0.52660475161987 0.00704535637149029
"237" 997500 0.25 0.761362850666046 0.527745140388769 0.00818574514038872
"238" 1020000 0.25 0.758775293827057 0.528790496760259 0.009231101511879
"239" 1042500 0.25 0.755675971508026 0.529827213822894 0.0102678185745141
"240" 1065000 0.25 0.751847743988037 0.530557235421166 0.0109978401727862
"241" 1087500 0.25 0.750181615352631 0.531179265658747 0.0116198704103672
"242" 1110000 0.25 0.748073518276215 0.531589632829374 0.0120302375809935
"243" 1132500 0.25 0.745837330818176 0.532060475161987 0.0125010799136069
"244" 1155000 0.25 0.744563221931458 0.532505399568035 0.0129460043196544
"245" 1177500 0.25 0.741962730884552 0.532902807775378 0.0133434125269979
"246" 1200000 0.25 0.741754829883575 0.533136069114471 0.0135766738660907
"247" 3e+05 1.1 0.69768488407135 0.385572354211663 -0.133987041036717
"248" 322500 1.1 0.74309515953064 0.396323974082073 -0.123235421166307
"249" 345000 1.1 0.77754282951355 0.406812095032397 -0.112747300215983
"250" 367500 1.1 0.798552870750427 0.416583153347732 -0.102976241900648
"251" 390000 1.1 0.824989259243011 0.426933045356371 -0.0926263498920086
"252" 412500 1.1 0.841488361358643 0.434820734341253 -0.0847386609071274
"253" 435000 1.1 0.866896748542786 0.444082073434125 -0.0754773218142549
"254" 457500 1.1 0.885732889175415 0.452591792656587 -0.0669676025917926
"255" 480000 1.1 0.896609306335449 0.459818574514039 -0.0597408207343412
"256" 502500 1.1 0.910266757011414 0.468617710583153 -0.0509416846652268
"257" 525000 1.1 0.914913058280945 0.475844492440605 -0.0437149028077754
"258" 547500 1.1 0.914998292922974 0.482341252699784 -0.0372181425485961
"259" 570000 1.1 0.913723230361938 0.48831101511879 -0.0312483801295896
"260" 592500 1.1 0.899582386016846 0.494410367170626 -0.0251490280777538
"261" 615000 1.1 0.880825042724609 0.50036717062635 -0.0191922246220302
"262" 637500 1.1 0.868995487689972 0.505161987041037 -0.0143974082073434
"263" 660000 1.1 0.861336231231689 0.509434125269978 -0.0101252699784017
"264" 682500 1.1 0.854442179203033 0.513006479481641 -0.00655291576673867
"265" 705000 1.1 0.84473180770874 0.516695464362851 -0.00286393088552916
"266" 727500 1.1 0.838202297687531 0.520077753779698 0.000518358531317542
"267" 750000 1.1 0.83264422416687 0.522742980561555 0.00318358531317497
"268" 772500 1.1 0.825518727302551 0.525606911447084 0.00604751619870414
"269" 795000 1.1 0.818667650222778 0.528224622030238 0.00866522678185744
"270" 817500 1.1 0.812297761440277 0.530708423326134 0.0111490280777538
"271" 840000 1.1 0.806723415851593 0.53288120950324 0.0133218142548596
"272" 862500 1.1 0.800465166568756 0.534855291576674 0.0152958963282938
"273" 885000 1.1 0.795891284942627 0.536773218142549 0.0172138228941685
"274" 907500 1.1 0.790723204612732 0.538609071274298 0.0190496760259179
"275" 930000 1.1 0.786999344825745 0.540522678185745 0.020963282937365
"276" 952500 1.1 0.784632444381714 0.541758099352052 0.0221987041036718
"277" 975000 1.1 0.780929267406464 0.543066954643629 0.0235075593952484
"278" 997500 1.1 0.775196492671967 0.544211663066955 0.0246522678185745
"279" 1020000 1.1 0.772318780422211 0.545274298056155 0.0257149028077753
"280" 1042500 1.1 0.768577694892883 0.546328293736501 0.0267688984881209
"281" 1065000 1.1 0.764339327812195 0.547075593952484 0.0275161987041037
"282" 1087500 1.1 0.762400269508362 0.54770626349892 0.0281468682505399
"283" 1110000 1.1 0.759769201278687 0.548142548596112 0.0285831533477322
"284" 1132500 1.1 0.757396459579468 0.548643628509719 0.0290842332613391
"285" 1155000 1.1 0.755988538265228 0.549097192224622 0.0295377969762419
"286" 1177500 1.1 0.752936959266663 0.549507559395248 0.0299481641468683
"287" 1200000 1.1 0.752881705760956 0.549762419006479 0.0302030237580994
"288" 3e+05 1.95 0.662360846996307 0.392228941684665 -0.127330453563715
"289" 322500 1.95 0.711150050163269 0.403326133909287 -0.116233261339093
"290" 345000 1.95 0.748486340045929 0.414198704103672 -0.105360691144708
"291" 367500 1.95 0.773820400238037 0.424241900647948 -0.095317494600432
"292" 390000 1.95 0.803453803062439 0.434915766738661 -0.0846436285097192
"293" 412500 1.95 0.822220146656036 0.44311879049676 -0.0764406047516198
"294" 435000 1.95 0.850755453109741 0.452643628509719 -0.0669157667386609
"295" 457500 1.95 0.873957574367523 0.461438444924406 -0.0581209503239741
"296" 480000 1.95 0.887223839759827 0.468958963282937 -0.0506004319654428
"297" 502500 1.95 0.905308365821838 0.477922246220302 -0.0416371490280777
"298" 525000 1.95 0.916503548622131 0.485282937365011 -0.0342764578833694
"299" 547500 1.95 0.921678304672241 0.49192656587473 -0.0276328293736501
"300" 570000 1.95 0.925689697265625 0.498047516198704 -0.0215118790496761
"301" 592500 1.95 0.91350120306015 0.504306695464363 -0.0152526997840173
"302" 615000 1.95 0.894996523857117 0.510436285097192 -0.00912311015118794
"303" 637500 1.95 0.882736802101135 0.515369330453564 -0.00419006479481643
"304" 660000 1.95 0.874399781227112 0.519771058315335 0.000211663066954637
"305" 682500 1.95 0.867326378822327 0.523416846652268 0.00385745140388771
"306" 705000 1.95 0.857090532779694 0.527166306695464 0.00760691144708425
"307" 727500 1.95 0.850917279720306 0.530570194384449 0.0110107991360691
"308" 750000 1.95 0.845134079456329 0.533278617710583 0.013719222462203
"309" 772500 1.95 0.837313652038574 0.536172786177106 0.0166133909287257
"310" 795000 1.95 0.83044844865799 0.538868250539957 0.0193088552915767
"311" 817500 1.95 0.824047327041626 0.541425485961123 0.021866090712743
"312" 840000 1.95 0.817271053791046 0.543667386609071 0.0241079913606912
"313" 862500 1.95 0.811014950275421 0.545701943844492 0.0261425485961123
"314" 885000 1.95 0.807527303695679 0.54770626349892 0.0281468682505399
"315" 907500 1.95 0.801828265190125 0.549589632829374 0.0300302375809935
"316" 930000 1.95 0.797667384147644 0.55154211663067 0.0319827213822894
"317" 952500 1.95 0.79485684633255 0.552786177105832 0.0332267818574514
"318" 975000 1.95 0.790355622768402 0.554120950323974 0.034561555075594
"319" 997500 1.95 0.784454703330994 0.555287257019438 0.0357278617710584
"320" 1020000 1.95 0.78098452091217 0.55636717062635 0.0368077753779698
"321" 1042500 1.95 0.776556074619293 0.557460043196544 0.0379006479481642
"322" 1065000 1.95 0.771896302700043 0.558224622030238 0.0386652267818575
"323" 1087500 1.95 0.76938807964325 0.55889848812095 0.0393390928725702
"324" 1110000 1.95 0.767172753810883 0.559373650107991 0.0398142548596112
"325" 1132500 1.95 0.764423191547394 0.559879049676026 0.0403196544276457
"326" 1155000 1.95 0.762827754020691 0.560345572354212 0.0407861771058315
"327" 1177500 1.95 0.760145902633667 0.560790496760259 0.041231101511879
"328" 1200000 1.95 0.759651243686676 0.561079913606911 0.0415205183585313
"329" 3e+05 2.8 0.631834089756012 0.399900647948164 -0.119658747300216
"330" 322500 2.8 0.684519171714783 0.411343412526998 -0.108215982721382
"331" 345000 2.8 0.724268913269043 0.422634989200864 -0.0969244060475162
"332" 367500 2.8 0.754791736602783 0.433006479481641 -0.0865529157667387
"333" 390000 2.8 0.789430856704712 0.444077753779698 -0.0754816414686825
"334" 412500 2.8 0.808634102344513 0.452535637149028 -0.0670237580993521
"335" 435000 2.8 0.840078413486481 0.462323974082073 -0.0572354211663067
"336" 457500 2.8 0.864724636077881 0.471334773218143 -0.0482246220302376
"337" 480000 2.8 0.878573358058929 0.479127429805616 -0.0404319654427646
"338" 502500 2.8 0.901771903038025 0.488349892008639 -0.0312095032397408
"339" 525000 2.8 0.920194923877716 0.495857451403888 -0.0237019438444924
"340" 547500 2.8 0.932648718357086 0.502673866090713 -0.0168855291576674
"341" 570000 2.8 0.945231914520264 0.508941684665227 -0.0106177105831533
"342" 592500 2.8 0.941063642501831 0.515382289416847 -0.00417710583153352
"343" 615000 2.8 0.92406553030014 0.521650107991361 0.00209071274298056
"344" 637500 2.8 0.911840856075287 0.526686825053996 0.00712742980561554
"345" 660000 2.8 0.903971433639526 0.531235421166307 0.0116760259179266
"346" 682500 2.8 0.896039247512817 0.534980561555076 0.0154211663066954
"347" 705000 2.8 0.884532511234283 0.538794816414687 0.0192354211663067
"348" 727500 2.8 0.878342509269714 0.542263498920086 0.0227041036717063
"349" 750000 2.8 0.871224462985992 0.545058315334773 0.0254989200863931
"350" 772500 2.8 0.864331603050232 0.548030237580994 0.0284708423326134
"351" 795000 2.8 0.856444895267487 0.550820734341253 0.0312613390928725
"352" 817500 2.8 0.850400626659393 0.553494600431965 0.0339352051835853
"353" 840000 2.8 0.842851996421814 0.555771058315335 0.0362116630669547
"354" 862500 2.8 0.836171627044678 0.557874730021598 0.0383153347732181
"355" 885000 2.8 0.832237541675568 0.559965442764579 0.0404060475161987
"356" 907500 2.8 0.82582700252533 0.561917926565875 0.0423585313174946
"357" 930000 2.8 0.82174026966095 0.56392656587473 0.0443671706263499
"358" 952500 2.8 0.818067610263824 0.565209503239741 0.0456501079913607
"359" 975000 2.8 0.812690496444702 0.566557235421166 0.0469978401727862
"360" 997500 2.8 0.806749701499939 0.567732181425486 0.0481727861771059
"361" 1020000 2.8 0.802792012691498 0.568842332613391 0.0492829373650108
"362" 1042500 2.8 0.796033918857574 0.569969762419006 0.0504103671706263
"363" 1065000 2.8 0.791045665740967 0.570773218142549 0.0512138228941684
"364" 1087500 2.8 0.788211286067963 0.57148596112311 0.05192656587473
"365" 1110000 2.8 0.785761833190918 0.571987041036717 0.0524276457883369
"366" 1132500 2.8 0.782439053058624 0.572496760259179 0.0529373650107992
"367" 1155000 2.8 0.78058123588562 0.572980561555076 0.0534211663066955
"368" 1177500 2.8 0.777685940265656 0.573460043196544 0.0539006479481642
"369" 1200000 2.8 0.777447462081909 0.57377969762419 0.0542203023758099
"370" 3e+05 3.65 0.60104101896286 0.406742980561555 -0.112816414686825
"371" 322500 3.65 0.65692549943924 0.418436285097192 -0.101123110151188
"372" 345000 3.65 0.697817921638489 0.430056155507559 -0.0895032397408208
"373" 367500 3.65 0.732365608215332 0.440656587473002 -0.0789028077753779
